,cluster,label,# communities,# onto,frames,synsets,framesynset triplets,adj/adv w/o frame,noun/verb w/o frame,communities,docs
39,39,Inclusion - Cause_to_be_included,6,2,"frame:Inclusion: 5
frame:Cause_to_be_included: 5
frame:Text: 2
frame:Getting: 1
frame:Collaboration: 1
","wn30:synset-proceeding-noun-1: 5
wn30:synset-include-verb-1: 5
wn30:synset-compact_disk-noun-1: 2
wn30:synset-external-adjective-1: 2
wn30:synset-writer-noun-1: 2
wn30:synset-list-noun-1: 2
wn30:synset-paper-noun-1: 1
wn30:synset-obtain-verb-1: 1
wn30:synset-reviewer-noun-1: 1
wn30:synset-personal_computer-noun-1: 1
wn30:synset-index-noun-4: 1
wn30:synset-accepted-adjectivesatellite-1: 1
wn30:synset-collaborate-verb-1: 1
","wn30:synset-include-verb-1 - frame:Inclusion: 5
wn30:synset-include-verb-1 - frame:Cause_to_be_included - frame:Event: 5
wn30:synset-list-noun-1 - frame:Text - frame:Entity: 2
wn30:synset-collaborate-verb-1 - frame:Collaboration - frame:Eventframe:Reciprocality: 1
wn30:synset-obtain-verb-1 - frame:Getting - frame:Event: 1
","wn30:synset-external-adjective-1: 2
wn30:synset-accepted-adjectivesatellite-1: 1
","wn30:synset-proceeding-noun-1: 5
wn30:synset-compact_disk-noun-1: 2
wn30:synset-writer-noun-1: 2
wn30:synset-paper-noun-1: 1
wn30:synset-reviewer-noun-1: 1
wn30:synset-personal_computer-noun-1: 1
wn30:synset-index-noun-4: 1
","inferred_MyReview-228
inferred_MyReview-22
inferred_MyReview-227
inferred_MyReview-226
inferred_MyReview-225
inferred_iasted69
","includes PC Members List Proceedings
cooperates Reviewer External
Index Of Authors includes Proceedings
includes External Reviewers List Proceedings
includes Accepted Paper Proceedings
Cd proceening obtain Author cd proceedings included"
40,40,Using,4,3,"frame:Using: 5
frame:People: 3
frame:Building: 1
frame:Intentionally_create: 1
frame:Coming_up_with: 1
frame:Creating: 1
frame:Cause_to_start: 1
frame:Vehicle: 1
frame:Organization: 1
frame:Documents: 1
","wn30:synset-use-verb-1: 5
wn30:synset-by-adverb-1: 4
wn30:synset-person-noun-1: 3
wn30:synset-delegate-verb-1: 1
wn30:synset-organization-noun-1: 1
wn30:synset-document-noun-1: 1
wn30:synset-make-verb-3: 1
wn30:synset-vehicle-noun-1: 1
wn30:synset-user-noun-1: 1
wn30:synset-transport-verb-1: 1
wn30:synset-template-noun-1: 1
","wn30:synset-use-verb-1 - frame:Using - frame:Event: 5
wn30:synset-person-noun-1 - frame:People - frame:Entity: 3
wn30:synset-make-verb-3 - frame:Coming_up_with: 1
wn30:synset-document-noun-1 - frame:Documents - frame:Entity: 1
wn30:synset-vehicle-noun-1 - frame:Vehicle - frame:Being_included: 1
wn30:synset-make-verb-3 - frame:Cause_to_start - frame:Event: 1
wn30:synset-make-verb-3 - frame:Creating - frame:Event: 1
wn30:synset-organization-noun-1 - frame:Organization - frame:Aggregate: 1
wn30:synset-make-verb-3 - frame:Intentionally_create - frame:Event: 1
wn30:synset-make-verb-3 - frame:Building - frame:Event: 1
","wn30:synset-by-adverb-1: 4
","wn30:synset-delegate-verb-1: 1
wn30:synset-transport-verb-1: 1
wn30:synset-user-noun-1: 1
wn30:synset-template-noun-1: 1
","inferred_Cocus-26
inferred_Cocus-213
inferred_confOf15
inferred_iasted10
","Person used by Template
User recieve use used by created Document Person
Organization Person employed By
is used by Transport vehicle Delegate"
41,41,Activity_ready_state,4,2,"frame:Activity_ready_state: 6
frame:Discussion: 3
frame:Gizmo: 2
frame:Submitting_documents: 2
frame:Placing: 2
frame:Causation: 2
frame:Statement: 1
frame:Setting_out: 1
frame:Participation: 1
frame:Process_start: 1
frame:Process_end: 1
frame:Text_creation: 1
frame:Type: 1
frame:Activity_start: 1
","wn30:synset-ready-adjective-1: 6
wn30:synset-camera-noun-1: 6
wn30:synset-conference-noun-1: 3
wn30:synset-date-noun-1: 2
wn30:synset-put-verb-1: 2
wn30:synset-paper-noun-1: 2
wn30:synset-apparatus-noun-1: 2
wn30:synset-submission-noun-1: 2
wn30:synset-participant-noun-1: 1
wn30:synset-write-verb-1: 1
wn30:synset-update-verb-2: 1
wn30:synset-by-adverb-1: 1
wn30:synset-version-noun-2: 1
wn30:synset-accepted-adjectivesatellite-1: 1
wn30:synset-end-verb-1: 1
wn30:synset-get_down-verb-7: 1
","wn30:synset-ready-adjective-1 - frame:Activity_ready_state - frame:State: 6
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 3
wn30:synset-put-verb-1 - frame:Causation - frame:Event: 2
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event: 2
wn30:synset-apparatus-noun-1 - frame:Gizmo: 2
wn30:synset-put-verb-1 - frame:Placing - frame:Event: 2
wn30:synset-get_down-verb-7 - frame:Process_start - frame:Event: 1
wn30:synset-version-noun-2 - frame:Type: 1
wn30:synset-get_down-verb-7 - frame:Setting_out - frame:Event: 1
wn30:synset-write-verb-1 - frame:Text_creation - frame:Event: 1
wn30:synset-get_down-verb-7 - frame:Activity_start - frame:Event: 1
wn30:synset-end-verb-1 - frame:Process_end - frame:Event: 1
wn30:synset-participant-noun-1 - frame:Participation: 1
wn30:synset-write-verb-1 - frame:Statement: 1
","wn30:synset-by-adverb-1: 1
wn30:synset-accepted-adjectivesatellite-1: 1
","wn30:synset-camera-noun-1: 6
wn30:synset-date-noun-1: 2
wn30:synset-paper-noun-1: 2
wn30:synset-update-verb-2: 1
","inferred_confious-28
inferred_confious-228
inferred_ekaw12
inferred_ekaw11
","conference setup end date of camera-ready submission sets camera ready
start date of camera-ready submission conference setup sets camera ready
Camera Ready Paper Conference Participant written By
Accepted Paper Camera Ready updated Version Of"
42,42,Placing - Causation,7,1,"frame:Placing: 14
frame:Causation: 14
frame:Submitting_documents: 4
frame:Becoming_aware: 2
frame:Recording: 2
frame:Occupy_rank: 2
frame:Type: 2
frame:Purpose: 1
frame:Project: 1
","wn30:synset-put-verb-1: 14
wn30:synset-setting-noun-1: 5
wn30:synset-by-adverb-1: 4
wn30:synset-submission-noun-1: 4
wn30:synset-administrator-noun-1: 2
wn30:synset-status-noun-1: 2
wn30:synset-register-verb-1: 2
wn30:synset-function-noun-3: 2
wn30:synset-type-noun-1: 2
wn30:synset-feature-noun-1: 2
wn30:synset-assigned-adjective-1: 1
wn30:synset-session-noun-1: 1
wn30:synset-review-verb-1: 1
wn30:synset-content-noun-1: 1
wn30:synset-plan-noun-1: 1
","wn30:synset-put-verb-1 - frame:Causation - frame:Event: 14
wn30:synset-put-verb-1 - frame:Placing - frame:Event: 14
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event: 4
wn30:synset-register-verb-1 - frame:Recording - frame:Statement: 2
wn30:synset-type-noun-1 - frame:Type: 2
wn30:synset-status-noun-1 - frame:Occupy_rank: 2
wn30:synset-register-verb-1 - frame:Becoming_aware - frame:Perception: 2
wn30:synset-plan-noun-1 - frame:Purpose: 1
wn30:synset-plan-noun-1 - frame:Project: 1
","wn30:synset-by-adverb-1: 4
wn30:synset-assigned-adjective-1: 1
","wn30:synset-setting-noun-1: 5
wn30:synset-administrator-noun-1: 2
wn30:synset-function-noun-3: 2
wn30:synset-feature-noun-1: 2
wn30:synset-session-noun-1: 1
wn30:synset-review-verb-1: 1
wn30:synset-content-noun-1: 1
","inferred_linklings1
inferred_linklings17
inferred_linklings4
inferred_linklings16
inferred_linklings15
inferred_linklings2
inferred_linklings11
","has Program Assigned is Type Of Content registers Reviewed Registered By Setting For Session Set Submission Status
Role Settings is Set By Administrator sets Setting
sets Setting has Settings
is Set By sets Setting Administrator Submission Feature Settings
is Setting For Submission Feature Settings has Type
has Submission Status sets is Set By
Role Settings has Setting is For"
43,43,Locale,2,2,"frame:Locale: 6
frame:Locale_by_event: 2
frame:Locale_by_use: 2
frame:Discussion: 2
","wn30:synset-site-noun-1: 2
wn30:synset-conference-noun-1: 2
wn30:synset-web-noun-1: 1
wn30:synset-logo-noun-1: 1
wn30:synset-URL-noun-1: 1
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-site-noun-1 - frame:Locale_by_use - frame:Locale: 2
wn30:synset-site-noun-1 - frame:Locale - frame:Locale: 2
wn30:synset-site-noun-1 - frame:Locale_by_event - frame:Locale: 2
","
","wn30:synset-logo-noun-1: 1
wn30:synset-URL-noun-1: 1
wn30:synset-web-noun-1: 1
","inferred_cmt-25
inferred_PCS15
","Conference logo URL site
Web Site Conference"
44,44,Referring_by_name - Being_named,7,5,"frame:Referring_by_name: 7
frame:Being_named: 7
frame:Discussion: 6
frame:Seeking: 4
frame:Seeking_to_achieve: 2
frame:Locale_by_use: 1
frame:People: 1
frame:Purpose: 1
frame:Political_locales: 1
frame:Topic: 1
frame:Building_subparts: 1
frame:Project: 1
","wn30:synset-name-noun-1: 7
wn30:synset-conference-noun-1: 6
wn30:synset-acronym-noun-1: 2
wn30:synset-search-verb-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-electronic_mail-noun-1: 2
wn30:synset-title-noun-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-person-noun-1: 1
wn30:synset-sponsor-verb-1: 1
wn30:synset-plan-noun-1: 1
wn30:synset-hold-verb-3: 1
wn30:synset-subject-noun-1: 1
wn30:synset-city-noun-1: 1
wn30:synset-room-noun-1: 1
","wn30:synset-name-noun-1 - frame:Referring_by_name: 7
wn30:synset-name-noun-1 - frame:Being_named: 7
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 6
wn30:synset-search-verb-1 - frame:Seeking_to_achieve - frame:Event: 2
wn30:synset-search-verb-1 - frame:Seeking - frame:Event: 2
wn30:synset-plan-noun-1 - frame:Purpose: 1
wn30:synset-subject-noun-1 - frame:Topic: 1
wn30:synset-city-noun-1 - frame:Political_locales - frame:Locale: 1
wn30:synset-person-noun-1 - frame:People - frame:Entity: 1
wn30:synset-room-noun-1 - frame:Building_subparts: 1
wn30:synset-city-noun-1 - frame:Locale_by_use - frame:Locale: 1
wn30:synset-plan-noun-1 - frame:Project: 1
","wn30:synset-by-adverb-1: 2
","wn30:synset-acronym-noun-1: 2
wn30:synset-electronic_mail-noun-1: 2
wn30:synset-title-noun-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-hold-verb-3: 1
wn30:synset-sponsor-verb-1: 1
","inferred_paperdyne21
inferred_linklings8
inferred_linklings7
inferred_cmt-218
inferred_sigkdd12
inferred_sigkdd8
inferred_MyReview-210
","has Name Conference Acronym Email Person
has Room Name
Conference has Name Theme
Paper Conference name title
Conference Name of conference ACM SIGKDD holded by City
search searched by Name of sponsor ACM SIGKDD Sponzor
has Email Conference Program is Of Acronym Name"
45,45,Purpose - Project,10,6,"frame:Purpose: 10
frame:Project: 10
frame:Membership: 9
frame:Organization: 9
frame:Topic: 3
frame:Speak_on_topic: 2
frame:Discussion: 2
frame:Intentionally_act: 1
frame:Statement: 1
frame:Observable_body_parts: 1
frame:Appointing: 1
frame:Submitting_documents: 1
frame:Process_end: 1
frame:Communication: 1
frame:Research: 1
frame:Documents: 1
","wn30:synset-plan-noun-1: 10
wn30:synset-committee-noun-1: 9
wn30:synset-member-noun-1: 9
wn30:synset-by-adverb-1: 3
wn30:synset-review-verb-1: 3
wn30:synset-chair-noun-1: 3
wn30:synset-paper-noun-1: 3
wn30:synset-discourse-verb-1: 2
wn30:synset-conference-noun-1: 2
wn30:synset-angstrom-noun-1: 1
wn30:synset-research-noun-1: 1
wn30:synset-document-noun-1: 1
wn30:synset-password-noun-1: 1
wn30:synset-end-verb-1: 1
wn30:synset-electronic_mail-noun-1: 1
wn30:synset-subject-noun-1: 1
wn30:synset-activity-noun-1: 1
wn30:synset-soap-noun-3: 1
wn30:synset-writer-noun-1: 1
wn30:synset-comment-verb-1: 1
wn30:synset-head-noun-1: 1
wn30:synset-submission-noun-1: 1
wn30:synset-delegate-verb-2: 1
wn30:synset-form-noun-1: 1
wn30:synset-administrator-noun-1: 1
wn30:synset-reviewer-noun-1: 1
wn30:synset-volume-noun-1: 1
","wn30:synset-plan-noun-1 - frame:Purpose: 10
wn30:synset-plan-noun-1 - frame:Project: 10
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate: 9
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included: 9
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-discourse-verb-1 - frame:Topic: 2
wn30:synset-discourse-verb-1 - frame:Speak_on_topic: 2
wn30:synset-subject-noun-1 - frame:Topic: 1
wn30:synset-comment-verb-1 - frame:Statement: 1
wn30:synset-document-noun-1 - frame:Documents - frame:Entity: 1
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event: 1
wn30:synset-password-noun-1 - frame:Communication - frame:Event: 1
wn30:synset-head-noun-1 - frame:Observable_body_parts: 1
wn30:synset-research-noun-1 - frame:Research - frame:Scrutiny: 1
wn30:synset-end-verb-1 - frame:Process_end - frame:Event: 1
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event: 1
wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event: 1
","wn30:synset-by-adverb-1: 3
","wn30:synset-chair-noun-1: 3
wn30:synset-review-verb-1: 3
wn30:synset-paper-noun-1: 3
wn30:synset-administrator-noun-1: 1
wn30:synset-angstrom-noun-1: 1
wn30:synset-soap-noun-3: 1
wn30:synset-reviewer-noun-1: 1
wn30:synset-electronic_mail-noun-1: 1
wn30:synset-writer-noun-1: 1
wn30:synset-volume-noun-1: 1
wn30:synset-form-noun-1: 1
","inferred_paperdyne10
inferred_OpenConf2
inferred_conference-24
inferred_cmt-24
inferred_cmt-221
inferred_cmt-215
inferred_MICRO13
inferred_MyReview-219
inferred_MyReview-216
inferred_MyReview-217
","Program Comitee Chair discusses Paper member Of Reviewer has Members head discussed By
Comments for Program Committee Paper Review Author
has a program committee Program was of Conference volume
member Of Program Committee Member has
Conference reviews Per Paper Program Committee Member max Papers
end Review Program Committee Chair
Activity Submission Form is Member Of has Members Committee Submitted By
has Member Program Committee Research Topic is Assigned By Administrator
has Member Program Committee Chair is Of
Program Committee Member has Password Email"
46,46,Discussion,3,3,"frame:Discussion: 3
frame:Locale: 2
frame:Placing: 2
frame:Have_as_requirement: 2
frame:Taking_time: 2
frame:Causation: 2
frame:Containing: 1
frame:Inclusion: 1
frame:Purpose: 1
frame:Project: 1
","wn30:synset-put-verb-1: 2
wn30:synset-take-verb-2: 2
wn30:synset-organize-verb-4: 2
wn30:synset-location-noun-1: 2
wn30:synset-conference-noun-1: 2
wn30:synset-technically-adverb-2: 1
wn30:synset-arrangement-noun-3: 1
wn30:synset-chair-noun-1: 1
wn30:synset-discussion-noun-2: 1
wn30:synset-plan-noun-1: 1
wn30:synset-incorporate-verb-2: 1
wn30:synset-meeting-noun-1: 1
","wn30:synset-put-verb-1 - frame:Causation - frame:Event: 2
wn30:synset-location-noun-1 - frame:Locale - frame:Locale: 2
wn30:synset-take-verb-2 - frame:Taking_time - frame:Attributes: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-put-verb-1 - frame:Placing - frame:Event: 2
wn30:synset-take-verb-2 - frame:Have_as_requirement - frame:Contingency: 2
wn30:synset-plan-noun-1 - frame:Purpose: 1
wn30:synset-discussion-noun-2 - frame:Discussion - frame:Reciprocality: 1
wn30:synset-incorporate-verb-2 - frame:Inclusion: 1
wn30:synset-incorporate-verb-2 - frame:Containing - frame:Stateframe:Relation: 1
wn30:synset-plan-noun-1 - frame:Project: 1
","wn30:synset-technically-adverb-2: 1
","wn30:synset-organize-verb-4: 2
wn30:synset-meeting-noun-1: 1
wn30:synset-chair-noun-1: 1
wn30:synset-arrangement-noun-3: 1
","inferred_paperdyne19
inferred_MICRO2
inferred_ekaw3
","Discussion Program Comitee Chair takes Place Location Meeting organises Conference contains
takes Place Location Conference
Organisation technically Organises"
47,47,Purpose - Discussion - Project,2,1,"frame:Purpose: 2
frame:Discussion: 2
frame:Project: 2
","wn30:synset-slot-noun-1: 2
wn30:synset-plan-noun-1: 2
wn30:synset-conference-noun-1: 2
wn30:synset-dwell-verb-2: 1
wn30:synset-form-noun-1: 1
","wn30:synset-plan-noun-1 - frame:Purpose: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-plan-noun-1 - frame:Project: 2
","
","wn30:synset-slot-noun-1: 2
wn30:synset-dwell-verb-2: 1
wn30:synset-form-noun-1: 1
","inferred_MyReview-212
inferred_MyReview-211
","Conference Program Slot forms
Conference Program Slot consists Of"
48,48,Creating,6,4,"frame:Creating: 9
frame:Intentionally_create: 7
frame:Coming_up_with: 7
frame:Cause_to_start: 7
frame:Building: 7
frame:Cause_change: 2
frame:Purpose: 2
frame:Filling: 2
frame:Text: 2
frame:Project: 2
frame:Adorning: 2
frame:Giving: 1
frame:Statement: 1
frame:People: 1
frame:Text_creation: 1
frame:Discussion: 1
frame:Taking_time: 1
frame:Communication_manner: 1
frame:Assessing: 1
frame:Membership: 1
frame:Event: 1
frame:Appointing: 1
frame:Have_as_requirement: 1
frame:Topic: 1
frame:Documents: 1
","wn30:synset-make-verb-3: 7
wn30:synset-by-adverb-1: 5
wn30:synset-chair-noun-1: 3
wn30:synset-reviewer-noun-1: 3
wn30:synset-cover-verb-1: 2
wn30:synset-change-verb-1: 2
wn30:synset-plan-noun-1: 2
wn30:synset-paper-noun-1: 2
wn30:synset-produce-verb-1: 2
wn30:synset-part-noun-1: 1
wn30:synset-event-noun-1: 1
wn30:synset-document-noun-1: 1
wn30:synset-person-noun-1: 1
wn30:synset-subject-noun-1: 1
wn30:synset-along-adverb-1: 1
wn30:synset-evaluate-verb-2: 1
wn30:synset-end_product-noun-1: 1
wn30:synset-writer-noun-1: 1
wn30:synset-conference-noun-1: 1
wn30:synset-in-adverb-1: 1
wn30:synset-review-verb-1: 1
wn30:synset-user-noun-1: 1
wn30:synset-focus-noun-1: 1
wn30:synset-delegate-verb-2: 1
wn30:synset-talk-verb-2: 1
wn30:synset-take-verb-2: 1
wn30:synset-article-noun-1: 1
wn30:synset-contribution-noun-2: 1
","wn30:synset-make-verb-3 - frame:Cause_to_start - frame:Event: 7
wn30:synset-make-verb-3 - frame:Intentionally_create - frame:Event: 7
wn30:synset-make-verb-3 - frame:Creating - frame:Event: 7
wn30:synset-make-verb-3 - frame:Coming_up_with: 7
wn30:synset-make-verb-3 - frame:Building - frame:Event: 7
wn30:synset-cover-verb-1 - frame:Filling - frame:Event: 2
wn30:synset-cover-verb-1 - frame:Adorning: 2
wn30:synset-change-verb-1 - frame:Cause_change - frame:Event: 2
wn30:synset-plan-noun-1 - frame:Purpose: 2
wn30:synset-produce-verb-1 - frame:Creating - frame:Event: 2
wn30:synset-plan-noun-1 - frame:Project: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 1
wn30:synset-talk-verb-2 - frame:Text_creation - frame:Event: 1
wn30:synset-talk-verb-2 - frame:Communication_manner - frame:Event: 1
wn30:synset-talk-verb-2 - frame:Statement: 1
wn30:synset-person-noun-1 - frame:People - frame:Entity: 1
wn30:synset-event-noun-1 - frame:Event - frame:State: 1
wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event: 1
wn30:synset-part-noun-1 - frame:Membership - frame:Being_included: 1
wn30:synset-subject-noun-1 - frame:Topic: 1
wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario: 1
wn30:synset-evaluate-verb-2 - frame:Assessing - frame:Cogitation: 1
wn30:synset-document-noun-1 - frame:Documents - frame:Entity: 1
wn30:synset-article-noun-1 - frame:Text - frame:Entity: 1
wn30:synset-take-verb-2 - frame:Taking_time - frame:Attributes: 1
wn30:synset-take-verb-2 - frame:Have_as_requirement - frame:Contingency: 1
","wn30:synset-by-adverb-1: 5
wn30:synset-in-adverb-1: 1
wn30:synset-along-adverb-1: 1
","wn30:synset-chair-noun-1: 3
wn30:synset-reviewer-noun-1: 3
wn30:synset-paper-noun-1: 2
wn30:synset-review-verb-1: 1
wn30:synset-end_product-noun-1: 1
wn30:synset-user-noun-1: 1
wn30:synset-writer-noun-1: 1
wn30:synset-focus-noun-1: 1
","inferred_paperdyne4
inferred_paperdyne18
inferred_Cocus-28
inferred_MyReview-224
inferred_crs_dr4
inferred_crs_dr3
","Review creates Paper Reviewer judges created By
Author creates changed By covered covers Paper speaks Conference Contribution Topic focuses On changes created
User created by Event take part in Person
Chair produces Output Document is Produced By
program chair creates
chair reviewer program created by assigns reviewers to article"
49,49,Membership,5,5,"frame:Membership: 9
frame:Discussion: 4
frame:Organization: 2
","wn30:synset-member-noun-1: 9
wn30:synset-conference-noun-1: 4
wn30:synset-committee-noun-1: 2
wn30:synset-web-noun-1: 1
wn30:synset-address-noun-1: 1
wn30:synset-angstrom-noun-1: 1
wn30:synset-by-adverb-1: 1
wn30:synset-organized-adjective-1: 1
","wn30:synset-member-noun-1 - frame:Membership - frame:Being_included: 9
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 4
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate: 2
","wn30:synset-organized-adjective-1: 1
wn30:synset-by-adverb-1: 1
","wn30:synset-web-noun-1: 1
wn30:synset-address-noun-1: 1
wn30:synset-angstrom-noun-1: 1
","inferred_OpenConf13
inferred_conference-215
inferred_cmt-22
inferred_PCS11
inferred_MICRO3
","Web address Member
Committee was a member of has members
Conference Member member Of has
Conference Member has conference member of
is Member Of has Members Conference Committee Organizing Organized By"
50,50,synset-date-noun-1,7,6,"frame:Discussion: 6
frame:Importance: 2
frame:Intentionally_act: 1
frame:Statement: 1
frame:People: 1
frame:Abounding_with: 1
frame:Trust: 1
frame:Fullness: 1
frame:Submitting_documents: 1
frame:Process_end: 1
frame:Point_of_dispute: 1
frame:Possession: 1
frame:Documents: 1
frame:Respond_to_proposal: 1
","wn30:synset-date-noun-1: 8
wn30:synset-conference-noun-1: 6
wn30:synset-angstrom-noun-1: 2
wn30:synset-along-adverb-1: 2
wn30:synset-important-adjective-1: 2
wn30:synset-document-noun-1: 1
wn30:synset-due-adjective-1: 1
wn30:synset-person-noun-1: 1
wn30:synset-lend-verb-1: 1
wn30:synset-registration-noun-1: 1
wn30:synset-end-verb-1: 1
wn30:synset-announcement-noun-1: 1
wn30:synset-manuscript-noun-1: 1
wn30:synset-activity-noun-1: 1
wn30:synset-full-adjective-1: 1
wn30:synset-issue-noun-1: 1
wn30:synset-writer-noun-1: 1
wn30:synset-credence-noun-1: 1
wn30:synset-slot-noun-1: 1
wn30:synset-submission-noun-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-belong-verb-1: 1
wn30:synset-volume-noun-1: 1
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 6
wn30:synset-important-adjective-1 - frame:Importance: 2
wn30:synset-full-adjective-1 - frame:Fullness - frame:Attributes: 1
wn30:synset-full-adjective-1 - frame:Abounding_with - frame:Stateframe:Relation: 1
wn30:synset-issue-noun-1 - frame:Point_of_dispute: 1
wn30:synset-person-noun-1 - frame:People - frame:Entity: 1
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event: 1
wn30:synset-document-noun-1 - frame:Documents - frame:Entity: 1
wn30:synset-credence-noun-1 - frame:Trust - frame:Attributes: 1
wn30:synset-announcement-noun-1 - frame:Statement: 1
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event: 1
wn30:synset-end-verb-1 - frame:Process_end - frame:Event: 1
wn30:synset-belong-verb-1 - frame:Possession: 1
wn30:synset-credence-noun-1 - frame:Respond_to_proposal: 1
","wn30:synset-along-adverb-1: 2
wn30:synset-due-adjective-1: 1
","wn30:synset-date-noun-1: 8
wn30:synset-angstrom-noun-1: 2
wn30:synset-paper-noun-1: 1
wn30:synset-slot-noun-1: 1
wn30:synset-lend-verb-1: 1
wn30:synset-registration-noun-1: 1
wn30:synset-writer-noun-1: 1
wn30:synset-volume-noun-1: 1
wn30:synset-manuscript-noun-1: 1
","inferred_conference-227
inferred_conference-220
inferred_cmt-223
inferred_PCS14
inferred_edas4
inferred_MyReview-213
inferred_iasted20
","is a date of acceptance announcement has important dates belong to conference volume Conference full paper submission Important
Conference document has authors a date of issue contributes Person
Conference date
Date Conference
end Date Conference registration Due On manuscript
Slot date
is dated on Activity"
51,51,Giving,4,2,"frame:Giving: 5
frame:Discussion: 2
frame:Expertise: 1
frame:Becoming_aware: 1
frame:Statement: 1
frame:Membership: 1
frame:Submitting_documents: 1
frame:Topic: 1
","wn30:synset-contribution-noun-2: 5
wn30:synset-conference-noun-1: 2
wn30:synset-volume-noun-1: 2
wn30:synset-title-noun-1: 1
wn30:synset-submit-verb-1: 1
wn30:synset-subject-noun-1: 1
wn30:synset-at-noun-2: 1
wn30:synset-member-noun-1: 1
wn30:synset-along-adverb-1: 1
wn30:synset-abstract-adjective-1: 1
wn30:synset-personal_computer-noun-1: 1
wn30:synset-contact-noun-1: 1
wn30:synset-expert-noun-1: 1
wn30:synset-electronic_mail-noun-1: 1
wn30:synset-note-verb-1: 1
","wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario: 5
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event: 1
wn30:synset-expert-noun-1 - frame:Expertise - frame:Attributes: 1
wn30:synset-subject-noun-1 - frame:Topic: 1
wn30:synset-note-verb-1 - frame:Statement: 1
wn30:synset-note-verb-1 - frame:Becoming_aware - frame:Perception: 1
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included: 1
","wn30:synset-abstract-adjective-1: 1
wn30:synset-along-adverb-1: 1
","wn30:synset-volume-noun-1: 2
wn30:synset-title-noun-1: 1
wn30:synset-personal_computer-noun-1: 1
wn30:synset-contact-noun-1: 1
wn30:synset-electronic_mail-noun-1: 1
wn30:synset-at-noun-2: 1
","inferred_conference-22
inferred_conference-21
inferred_confOf10
inferred_confOf8
","Conference contribution is submitted at volume
has contributions Conference contribution volume
reviewes Member PC Topic Contribution expert On
remark has Title abstract contact Email Contribution Keyword"
52,52,Political_locales,4,4,"frame:Political_locales: 4
frame:People: 3
frame:Being_named: 3
frame:Referring_by_name: 2
frame:Discussion: 1
","wn30:synset-state-noun-4: 4
wn30:synset-person-noun-1: 2
wn30:synset-electronic_mail-noun-1: 2
wn30:synset-name-noun-1: 2
wn30:synset-surname-noun-1: 1
wn30:synset-arrangement-noun-3: 1
wn30:synset-conference-noun-1: 1
wn30:synset-people-noun-1: 1
","wn30:synset-state-noun-4 - frame:Political_locales - frame:Locale: 4
wn30:synset-person-noun-1 - frame:People - frame:Entity: 2
wn30:synset-name-noun-1 - frame:Referring_by_name: 2
wn30:synset-name-noun-1 - frame:Being_named: 2
wn30:synset-people-noun-1 - frame:People - frame:Entity: 1
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 1
wn30:synset-surname-noun-1 - frame:Being_named: 1
","
","wn30:synset-electronic_mail-noun-1: 2
wn30:synset-arrangement-noun-3: 1
","inferred_OpenConf12
inferred_sigkdd3
inferred_confOf14
inferred_edas5
","Surname Country E-mail Name People Organisation
Nation E-mail Person Name
Country Person has
has Country Conference"
