,cluster,label,docs,# communities,# onto,frequent frames,frequent synsets,frequent framesynset triplets,frequent adj/adv w/o frame,frequent noun/verb w/o frame,communities,docss
47,47,Activity_ready_state,"Important dates is a date of camera ready paper submission starting an abstract ending
conference setup end date of camera-ready submission sets camera ready
start date of camera-ready submission conference setup sets camera ready
sets start date of abstract submission conference setup
conference setup sets start date or full paper submission of
Camera Ready Paper Conference Participant written By",6,3,"frame:Activity_ready_state: 6
frame:Submitting_documents: 5
frame:Discussion: 5
frame:Process_start: 4
frame:Activity_start: 4
frame:Gizmo: 4
frame:Placing: 4
frame:Causation: 4
frame:Setting_out: 4
","wn30:synset-camera-noun-1: 6
wn30:synset-ready-adjective-1: 6
wn30:synset-date-noun-1: 6
wn30:synset-conference-noun-1: 5
wn30:synset-submission-noun-1: 5
wn30:synset-apparatus-noun-1: 4
wn30:synset-put-verb-1: 4
wn30:synset-get_down-verb-7: 4
wn30:synset-paper-noun-1: 3
","wn30:synset-ready-adjective-1 - frame:Activity_ready_state - frame:State: 6
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event: 5
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 5
wn30:synset-get_down-verb-7 - frame:Setting_out - frame:Event: 4
wn30:synset-put-verb-1 - frame:Placing - frame:Event: 4
wn30:synset-get_down-verb-7 - frame:Process_start - frame:Event: 4
wn30:synset-put-verb-1 - frame:Causation - frame:Event: 4
wn30:synset-get_down-verb-7 - frame:Activity_start - frame:Event: 4
wn30:synset-apparatus-noun-1 - frame:Gizmo: 4
","wn30:synset-abstract-adjective-1: 2
","wn30:synset-camera-noun-1: 6
wn30:synset-date-noun-1: 6
","inferred_conference-226
inferred_confious-28
inferred_confious-228
inferred_confious-210
inferred_confious-212
inferred_ekaw12
","Important dates is a date of camera ready paper submission starting an abstract ending
conference setup end date of camera-ready submission sets camera ready
start date of camera-ready submission conference setup sets camera ready
sets start date of abstract submission conference setup
conference setup sets start date or full paper submission of
Camera Ready Paper Conference Participant written By"
48,48,Containing - Inclusion,"Discussion Program Comitee Chair takes Place Location Meeting organises Conference contains
contains Evaluation is Contained In Review
volume Contains Paper Proceedings",3,3,"frame:Containing: 4
frame:Inclusion: 4
frame:Discussion: 2
","wn30:synset-incorporate-verb-2: 4
","wn30:synset-incorporate-verb-2 - frame:Containing - frame:Stateframe:Relation: 4
wn30:synset-incorporate-verb-2 - frame:Inclusion: 4
","wn30:synset-in-adverb-1: 1
","wn30:synset-chair-noun-1: 1
wn30:synset-organize-verb-4: 1
wn30:synset-review-verb-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-evaluation-noun-1: 1
wn30:synset-volume-noun-1: 1
wn30:synset-meeting-noun-1: 1
wn30:synset-proceeding-noun-1: 1
","inferred_paperdyne19
inferred_MyReview-221
inferred_ekaw4
","Discussion Program Comitee Chair takes Place Location Meeting organises Conference contains
contains Evaluation is Contained In Review
volume Contains Paper Proceedings"
49,49,Getting,"get Person Inforamtion
Conference Member Invitation get
PERSON Email get Message of email Receiver",3,2,"frame:Getting: 3
frame:People: 2
","wn30:synset-get-verb-1: 3
wn30:synset-person-noun-1: 2
wn30:synset-electronic_mail-noun-1: 2
","wn30:synset-get-verb-1 - frame:Getting - frame:Event: 3
wn30:synset-person-noun-1 - frame:People - frame:Entity: 2
","
","wn30:synset-electronic_mail-noun-1: 2
","inferred_Cocus-27
inferred_PCS12
inferred_PCS5
","get Person Inforamtion
Conference Member Invitation get
PERSON Email get Message of email Receiver"
50,50,Discussion,"has Phone Conference Attendant Adress
Conference Attendant paid
must Pay Conference Attendant Fee",3,1,"frame:Discussion: 3
","wn30:synset-conference-noun-1: 3
wn30:synset-attendant-noun-1: 3
wn30:synset-pay-verb-1: 2
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 3
","
","wn30:synset-attendant-noun-1: 3
","inferred_MyReview-26
inferred_MyReview-27
inferred_MyReview-28
","has Phone Conference Attendant Adress
Conference Attendant paid
must Pay Conference Attendant Fee"
51,51,Activity_start - Process_start - Setting_out,"starts Program Comitee Chair organises Conference started By finishes organised finished
details Entered By virtual Meeting Enabled Administrator Conference enter Review Criteria paper Assignment Tools Run run Paper hardcopy Mailing Manifests Printed review print Hardcopy Details Finalized start Reviewer Bidding reviewer Started finalize enable Virtual
Date Deadline Conference End of conference Start
ends on Event starts
has Start Date Time End Conference Event
Conference paper Due On has Name start Date",6,5,"frame:Activity_start: 8
frame:Process_start: 8
frame:Setting_out: 8
frame:Discussion: 6
frame:Process_end: 3
frame:Event: 3
","wn30:synset-get_down-verb-7: 8
wn30:synset-conference-noun-1: 6
wn30:synset-date-noun-1: 3
wn30:synset-paper-noun-1: 3
wn30:synset-end-verb-1: 3
wn30:synset-enter-verb-1: 2
wn30:synset-organize-verb-4: 2
wn30:synset-print-verb-1: 2
wn30:synset-event-noun-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-finalize-verb-1: 2
wn30:synset-complete-verb-1: 2
wn30:synset-run-verb-1: 2
wn30:synset-reviewer-noun-1: 2
wn30:synset-along-adverb-1: 2
wn30:synset-review-verb-1: 2
wn30:synset-enable-verb-1: 2
wn30:synset-virtual-adjectivesatellite-1: 2
","wn30:synset-get_down-verb-7 - frame:Process_start - frame:Event: 8
wn30:synset-get_down-verb-7 - frame:Setting_out - frame:Event: 8
wn30:synset-get_down-verb-7 - frame:Activity_start - frame:Event: 8
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 6
wn30:synset-end-verb-1 - frame:Process_end - frame:Event: 3
","wn30:synset-along-adverb-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-virtual-adjectivesatellite-1: 2
","wn30:synset-paper-noun-1: 3
wn30:synset-date-noun-1: 3
wn30:synset-reviewer-noun-1: 2
wn30:synset-organize-verb-4: 2
wn30:synset-review-verb-1: 2
wn30:synset-finalize-verb-1: 2
wn30:synset-enable-verb-1: 2
wn30:synset-print-verb-1: 2
","inferred_paperdyne11
inferred_cmt-21
inferred_sigkdd13
inferred_confOf3
inferred_edas7
inferred_edas3
","starts Program Comitee Chair organises Conference started By finishes organised finished
details Entered By virtual Meeting Enabled Administrator Conference enter Review Criteria paper Assignment Tools Run run Paper hardcopy Mailing Manifests Printed review print Hardcopy Details Finalized start Reviewer Bidding reviewer Started finalize enable Virtual
Date Deadline Conference End of conference Start
ends on Event starts
has Start Date Time End Conference Event
Conference paper Due On has Name start Date"
52,52,Measure_volume - Containers - People - Existence - State_continue,"can stay in Place Person
can stay in Hotel Person",2,1,"frame:Measure_volume: 2
frame:Containers: 2
frame:People: 2
frame:Existence: 2
frame:State_continue: 2
","wn30:synset-can-noun-1: 2
wn30:synset-person-noun-1: 2
wn30:synset-in-adverb-1: 2
wn30:synset-stay-verb-1: 2
","wn30:synset-person-noun-1 - frame:People - frame:Entity: 2
wn30:synset-stay-verb-1 - frame:Existence - frame:State: 2
wn30:synset-can-noun-1 - frame:Containers: 2
wn30:synset-stay-verb-1 - frame:State_continue: 2
wn30:synset-can-noun-1 - frame:Measure_volume - frame:Measures: 2
","wn30:synset-in-adverb-1: 2
","
","inferred_sigkdd4
inferred_sigkdd5
","can stay in Place Person
can stay in Hotel Person"
53,53,Part_ordered_segments - Text,"Book proceeding is paid for Author attendee book registration fee
Book proceeding Author book proceedings included obtain",2,1,"frame:Part_ordered_segments: 4
frame:Text: 4
","wn30:synset-book-noun-1: 4
wn30:synset-writer-noun-1: 2
wn30:synset-proceeding-noun-1: 2
","wn30:synset-book-noun-1 - frame:Part_ordered_segments - frame:Being_included: 4
wn30:synset-book-noun-1 - frame:Text - frame:Entity: 4
","
","wn30:synset-proceeding-noun-1: 2
wn30:synset-writer-noun-1: 2
","inferred_iasted70
inferred_iasted71
","Book proceeding is paid for Author attendee book registration fee
Book proceeding Author book proceedings included obtain"
54,54,Speak_on_topic,"has Acronym works For Company Person Mail Lecture
applies To Lecture Paper
applies To Double Blind Review Lecture",3,1,"frame:Speak_on_topic: 3
frame:Using: 2
","wn30:synset-lecture-noun-1: 3
wn30:synset-use-verb-1: 2
","wn30:synset-lecture-noun-1 - frame:Speak_on_topic: 3
wn30:synset-use-verb-1 - frame:Using - frame:Event: 2
","wn30:synset-blind-adjective-1: 1
","wn30:synset-paper-noun-1: 1
wn30:synset-review-verb-1: 1
wn30:synset-double-noun-1: 1
wn30:synset-acronym-noun-1: 1
","inferred_MICRO12
inferred_MICRO8
inferred_MICRO7
","has Acronym works For Company Person Mail Lecture
applies To Lecture Paper
applies To Double Blind Review Lecture"
55,55,Appointing,"Administrator Role assign assigned by
Basic User has Person Assigned Role Self Registered
Paper Administrator has Been Assigned assigned To read By Reviewer assign
External Reviewer assign assigned By
has Conflicted Paper asks For Preference Chair paper Is Assigned To Reviewer Preferred",5,4,"frame:Appointing: 9
","wn30:synset-delegate-verb-2: 9
wn30:synset-by-adverb-1: 3
wn30:synset-paper-noun-1: 3
wn30:synset-reviewer-noun-1: 3
wn30:synset-administrator-noun-1: 2
wn30:synset-function-noun-3: 2
","wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event: 9
","wn30:synset-by-adverb-1: 3
","wn30:synset-reviewer-noun-1: 3
wn30:synset-paper-noun-1: 3
wn30:synset-administrator-noun-1: 2
wn30:synset-function-noun-3: 2
","inferred_Cocus-219
inferred_linklings25
inferred_cmt-213
inferred_cmt-217
inferred_MyReview-21
","Administrator Role assign assigned by
Basic User has Person Assigned Role Self Registered
Paper Administrator has Been Assigned assigned To read By Reviewer assign
External Reviewer assign assigned By
has Conflicted Paper asks For Preference Chair paper Is Assigned To Reviewer Preferred"
56,56,Needing - Have_as_requirement - Required_event - Sign - Activity_prepare,"need is prepared by used needed for writen made from send signed given to obtain prepare Item sent sign Person write
Author is prepared by Speaker prepare Transparency
Viza is needed for Delegate need
Record of attendance is situated in Listener signed by Session room sign",4,1,"frame:Needing: 4
frame:Have_as_requirement: 4
frame:Required_event: 4
frame:Sign: 4
frame:Activity_prepare: 4
frame:Causation: 3
","wn30:synset-sign-noun-1: 4
wn30:synset-fix-verb-12: 4
wn30:synset-necessitate-verb-1: 4
wn30:synset-by-adverb-1: 3
wn30:synset-send-verb-1: 2
","wn30:synset-necessitate-verb-1 - frame:Needing: 4
wn30:synset-necessitate-verb-1 - frame:Required_event: 4
wn30:synset-sign-noun-1 - frame:Sign - frame:Event: 4
wn30:synset-necessitate-verb-1 - frame:Have_as_requirement - frame:Contingency: 4
wn30:synset-fix-verb-12 - frame:Activity_prepare: 4
wn30:synset-send-verb-1 - frame:Causation - frame:Event: 2
wn30:synset-send-verb-1 - frame:Sending: 2
","wn30:synset-by-adverb-1: 3
","wn30:synset-transparency-noun-2: 1
wn30:synset-situate-verb-1: 1
wn30:synset-writer-noun-1: 1
wn30:synset-speaker-noun-1: 1
wn30:synset-hearer-noun-1: 1
wn30:synset-yield-verb-1: 1
wn30:synset-item-noun-1: 1
wn30:synset-delegate-verb-1: 1
wn30:synset-session-noun-1: 1
","inferred_iasted17
inferred_iasted49
inferred_iasted3
inferred_iasted34
","need is prepared by used needed for writen made from send signed given to obtain prepare Item sent sign Person write
Author is prepared by Speaker prepare Transparency
Viza is needed for Delegate need
Record of attendance is situated in Listener signed by Session room sign"
57,57,Locale,"Conference logo URL site
Web Site Conference",2,2,"frame:Locale: 6
","wn30:synset-site-noun-1: 2
wn30:synset-conference-noun-1: 2
","wn30:synset-site-noun-1 - frame:Locale - frame:Locale: 2
wn30:synset-site-noun-1 - frame:Locale_by_use - frame:Locale: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-site-noun-1 - frame:Locale_by_event - frame:Locale: 2
","
","wn30:synset-URL-noun-1: 1
wn30:synset-logo-noun-1: 1
wn30:synset-web-noun-1: 1
","inferred_cmt-25
inferred_PCS15
","Conference logo URL site
Web Site Conference"
58,58,synset-review-verb-1,"has author structure created by is of goes through human activity article in result sent to
review form paper is concerned activity created in
review form structure created by Program Committee Chair activity is in has result lower tier reviewing process
review form activity is checked in created has result lower tier reviewing process
has author Senior Program Committee member summary of reviews review upper tier reviewing process activity is created in result concerned",5,1,"frame:Building: 7
frame:Intentionally_create: 5
frame:Cause_to_start: 5
frame:Intentionally_act: 5
frame:Coming_up_with: 5
frame:Causation: 5
frame:Creating: 5
frame:Being_in_effect: 4
frame:Objective_influence: 4
frame:Means: 3
","wn30:synset-review-verb-1: 8
wn30:synset-make-verb-3: 5
wn30:synset-activity-noun-1: 5
wn30:synset-in-adverb-1: 5
wn30:synset-consequence-noun-1: 4
wn30:synset-grade-noun-2: 3
wn30:synset-form-noun-1: 3
wn30:synset-procedure-noun-1: 3
","wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event: 5
wn30:synset-make-verb-3 - frame:Coming_up_with: 5
wn30:synset-make-verb-3 - frame:Intentionally_create - frame:Event: 5
wn30:synset-make-verb-3 - frame:Cause_to_start - frame:Event: 5
wn30:synset-make-verb-3 - frame:Creating - frame:Event: 5
wn30:synset-make-verb-3 - frame:Building - frame:Event: 5
wn30:synset-consequence-noun-1 - frame:Objective_influence - frame:Event: 4
wn30:synset-consequence-noun-1 - frame:Causation - frame:Event: 4
wn30:synset-consequence-noun-1 - frame:Being_in_effect: 4
wn30:synset-procedure-noun-1 - frame:Means: 3
","wn30:synset-in-adverb-1: 5
wn30:synset-by-adverb-1: 2
","wn30:synset-review-verb-1: 8
wn30:synset-form-noun-1: 3
wn30:synset-grade-noun-2: 3
","inferred_confious-230
inferred_confious-215
inferred_confious-214
inferred_confious-213
inferred_confious-241
","has author structure created by is of goes through human activity article in result sent to
review form paper is concerned activity created in
review form structure created by Program Committee Chair activity is in has result lower tier reviewing process
review form activity is checked in created has result lower tier reviewing process
has author Senior Program Committee member summary of reviews review upper tier reviewing process activity is created in result concerned"
59,59,synset-electronic_mail-noun-1,"Person recieved by Email
Person email
Summary PERSON E-mail Email Title Paper Subject of email
remark has Title abstract contact Email Contribution Keyword",4,4,"frame:People: 3
","wn30:synset-electronic_mail-noun-1: 6
wn30:synset-person-noun-1: 3
wn30:synset-title-noun-1: 2
","wn30:synset-person-noun-1 - frame:People - frame:Entity: 3
","wn30:synset-by-adverb-1: 1
wn30:synset-abstract-adjective-1: 1
","wn30:synset-electronic_mail-noun-1: 6
","inferred_Cocus-25
inferred_cmt-220
inferred_PCS4
inferred_confOf8
","Person recieved by Email
Person email
Summary PERSON E-mail Email Title Paper Subject of email
remark has Title abstract contact Email Contribution Keyword"
60,60,synset-yield-verb-1,"Presentation is given by Active conference participant gives presentations
Session chair is given to Brief introduction for obtain
is given to Form Delegate
is given by Author give Brief introduction for Session chair
Plenary lecture speaker is given by give Tutorial
Plenary lecture speaker is given by give Tutorial",6,2,"frame:Speak_on_topic: 2
frame:Duration_attribute: 2
","wn30:synset-yield-verb-1: 10
wn30:synset-by-adverb-1: 4
","wn30:synset-brief-adjectivesatellite-1 - frame:Duration_attribute: 2
wn30:synset-lecture-noun-1 - frame:Speak_on_topic: 2
","wn30:synset-by-adverb-1: 4
","wn30:synset-yield-verb-1: 10
","inferred_conference-231
inferred_iasted46
inferred_iasted13
inferred_iasted48
inferred_iasted52
inferred_iasted53
","Presentation is given by Active conference participant gives presentations
Session chair is given to Brief introduction for obtain
is given to Form Delegate
is given by Author give Brief introduction for Session chair
Plenary lecture speaker is given by give Tutorial
Plenary lecture speaker is given by give Tutorial"
61,61,People,"Conference volume has a location Person the last name
University Scholar study At
has Member is Of attendee At Conference First Name Last Attendee Biography Person Event
has Last Name First Person Affiliation",4,4,"frame:People: 6
frame:Ordinal_numbers: 5
frame:Being_named: 3
frame:Relative_time: 3
frame:People_by_vocation: 3
frame:Referring_by_name: 3
","wn30:synset-last-adjectivesatellite-1: 3
wn30:synset-person-noun-1: 3
wn30:synset-name-noun-1: 3
wn30:synset-attendant-noun-2: 2
wn30:synset-conference-noun-1: 2
wn30:synset-first-adjective-1: 2
wn30:synset-at-noun-2: 2
","wn30:synset-person-noun-1 - frame:People - frame:Entity: 3
wn30:synset-last-adjectivesatellite-1 - frame:Relative_time - frame:Relation: 3
wn30:synset-last-adjectivesatellite-1 - frame:Ordinal_numbers: 3
wn30:synset-name-noun-1 - frame:Referring_by_name: 3
wn30:synset-name-noun-1 - frame:Being_named: 3
wn30:synset-first-adjective-1 - frame:Ordinal_numbers: 2
wn30:synset-attendant-noun-2 - frame:People_by_vocation - frame:Entity: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
","
","wn30:synset-at-noun-2: 2
","inferred_conference-219
inferred_confOf12
inferred_edas1
inferred_MyReview-29
","Conference volume has a location Person the last name
University Scholar study At
has Member is Of attendee At Conference First Name Last Attendee Biography Person Event
has Last Name First Person Affiliation"
62,62,synset-review-verb-1,"Review submits Paper Reviewer reviewed By is In Conflict With
Paper Review Reccommendation has
Review made by User Name Paper Reviewer has review
has Overall Paper Review Value
Long bool Paper Review is Candidate for Award appropriate length
Review Rating has Active Paper
has Review Evaluated Paper
has Review Accepted Paper Positive",8,4,"frame:Being_named: 1
frame:Duration_attribute: 1
frame:Submitting_documents: 1
frame:Hostile_encounter: 1
frame:Causation: 1
frame:Dimension: 1
frame:Cause_change: 1
frame:Usefulness: 1
frame:Referring_by_name: 1
frame:Assessing: 1
","wn30:synset-review-verb-1: 10
wn30:synset-paper-noun-1: 8
wn30:synset-by-adverb-1: 2
wn30:synset-reviewer-noun-1: 2
","wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event: 1
wn30:synset-value-noun-1 - frame:Usefulness - frame:Attributes: 1
wn30:synset-evaluation-noun-2 - frame:Assessing - frame:Cogitation: 1
wn30:synset-long-adjective-1 - frame:Duration_attribute: 1
wn30:synset-make-verb-2 - frame:Cause_change - frame:Event: 1
wn30:synset-make-verb-2 - frame:Causation - frame:Event: 1
wn30:synset-name-noun-1 - frame:Being_named: 1
wn30:synset-name-noun-1 - frame:Referring_by_name: 1
wn30:synset-length-noun-1 - frame:Dimension: 1
wn30:synset-conflict-noun-1 - frame:Hostile_encounter - frame:Event: 1
","wn30:synset-by-adverb-1: 2
","wn30:synset-review-verb-1: 10
wn30:synset-paper-noun-1: 8
","inferred_paperdyne3
inferred_OpenConf6
inferred_OpenConf3
inferred_OpenConf4
inferred_OpenConf1
inferred_edas15
inferred_ekaw9
inferred_ekaw10
","Review submits Paper Reviewer reviewed By is In Conflict With
Paper Review Reccommendation has
Review made by User Name Paper Reviewer has review
has Overall Paper Review Value
Long bool Paper Review is Candidate for Award appropriate length
Review Rating has Active Paper
has Review Evaluated Paper
has Review Accepted Paper Positive"
63,63,Event - Locale,"location has title Working event
default Choice Social event Working
Social event location has title
Place is Location Of has Conference Event
location Of held In Event Location",5,3,"frame:Event: 5
frame:Locale: 5
frame:Social_interaction_evaluation: 2
","wn30:synset-location-noun-1: 5
wn30:synset-event-noun-1: 5
wn30:synset-title-noun-1: 2
wn30:synset-social-adjective-1: 2
","wn30:synset-event-noun-1 - frame:Event - frame:State: 5
wn30:synset-location-noun-1 - frame:Locale - frame:Locale: 5
wn30:synset-social-adjective-1 - frame:Social_interaction_evaluation - frame:Attributes: 2
","wn30:synset-in-adverb-1: 1
wn30:synset-working-adjectivesatellite-1: 1
","wn30:synset-title-noun-1: 2
","inferred_confOf7
inferred_confOf6
inferred_confOf4
inferred_edas8
inferred_ekaw15
","location has title Working event
default Choice Social event Working
Social event location has title
Place is Location Of has Conference Event
location Of held In Event Location"
64,64,synset-administrator-noun-1 - synset-generate-verb-1,"generate Report Administrator
generate Electronic proceeding Administrator",2,1,"frame:Reporting: 1
frame:Statement: 1
","wn30:synset-administrator-noun-1: 2
wn30:synset-generate-verb-1: 2
","wn30:synset-report-verb-1 - frame:Statement: 1
wn30:synset-report-verb-1 - frame:Reporting: 1
","wn30:synset-electronic-adjective-1: 1
","wn30:synset-generate-verb-1: 2
wn30:synset-administrator-noun-1: 2
","inferred_PCS3
inferred_PCS2
","generate Report Administrator
generate Electronic proceeding Administrator"
65,65,Supply,"is situated in Audiovisual equipment Listener equipped by designed for Session room
Speaker is used by Audiovisual equipment",2,1,"frame:Supply: 3
frame:Gizmo: 2
","wn30:synset-audiovisual-noun-1: 2
wn30:synset-equipment-noun-1: 2
wn30:synset-by-adverb-1: 2
","wn30:synset-equipment-noun-1 - frame:Supply - frame:Event: 2
wn30:synset-equipment-noun-1 - frame:Gizmo: 2
","wn30:synset-by-adverb-1: 2
","wn30:synset-audiovisual-noun-1: 2
","inferred_iasted33
inferred_iasted31
","is situated in Audiovisual equipment Listener equipped by designed for Session room
Speaker is used by Audiovisual equipment"
66,66,Purpose - Project,"Program Comitee Chair discusses Paper member Of Reviewer has Members head discussed By
Comments for Program Committee Paper Review Author
Program Committee member automatically assign paper Automatic Paper Assignment
Program Committee member Manual Paper Assignment manually assign paper
has author paper Program Committee Chair Contact Person is concerned notification email sent to
member Of Program Committee Member has
Conference reviews Per Paper Program Committee Member max Papers
end Review Program Committee Chair
has Member Program Committee Research Topic is Assigned By Administrator
has Member Program Committee Chair is Of
Program Committee Member has Password Email",11,5,"frame:Purpose: 11
frame:Project: 11
frame:Organization: 10
frame:Membership: 10
","wn30:synset-plan-noun-1: 11
wn30:synset-member-noun-1: 10
wn30:synset-committee-noun-1: 10
wn30:synset-paper-noun-1: 8
wn30:synset-chair-noun-1: 4
wn30:synset-delegate-verb-2: 3
wn30:synset-review-verb-1: 3
","wn30:synset-plan-noun-1 - frame:Project: 11
wn30:synset-plan-noun-1 - frame:Purpose: 11
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate: 10
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included: 10
","wn30:synset-by-adverb-1: 2
","wn30:synset-paper-noun-1: 8
wn30:synset-chair-noun-1: 4
wn30:synset-review-verb-1: 3
","inferred_paperdyne10
inferred_OpenConf2
inferred_confious-218
inferred_confious-220
inferred_confious-246
inferred_cmt-24
inferred_cmt-221
inferred_cmt-215
inferred_MyReview-219
inferred_MyReview-216
inferred_MyReview-217
","Program Comitee Chair discusses Paper member Of Reviewer has Members head discussed By
Comments for Program Committee Paper Review Author
Program Committee member automatically assign paper Automatic Paper Assignment
Program Committee member Manual Paper Assignment manually assign paper
has author paper Program Committee Chair Contact Person is concerned notification email sent to
member Of Program Committee Member has
Conference reviews Per Paper Program Committee Member max Papers
end Review Program Committee Chair
has Member Program Committee Research Topic is Assigned By Administrator
has Member Program Committee Chair is Of
Program Committee Member has Password Email"
67,67,synset-invite-verb-1,"Invited speaker talk contributes
invites co-reviewers Reviewer invited by
Contributed Talk Camera Ready Paper presentation Of",3,2,"frame:Chatting: 2
frame:Statement: 2
frame:Talking_into: 2
","wn30:synset-invite-verb-1: 3
wn30:synset-talk-verb-1: 2
wn30:synset-lend-verb-1: 2
","wn30:synset-talk-verb-1 - frame:Talking_into - frame:Event: 2
wn30:synset-talk-verb-1 - frame:Statement: 2
wn30:synset-talk-verb-1 - frame:Chatting - frame:Reciprocality: 2
","wn30:synset-by-adverb-1: 1
","wn30:synset-invite-verb-1: 3
wn30:synset-lend-verb-1: 2
","inferred_conference-232
inferred_conference-213
inferred_ekaw13
","Invited speaker talk contributes
invites co-reviewers Reviewer invited by
Contributed Talk Camera Ready Paper presentation Of"
68,68,Discussion,"has an ISBN a publisher Publisher Conference proceedings
Publisher issues Conference proceedings
has a degree Review preference volume Conference proceedings",3,1,"frame:Discussion: 3
","wn30:synset-conference-noun-1: 3
wn30:synset-publisher-noun-1: 3
wn30:synset-angstrom-noun-1: 3
wn30:synset-proceeding-noun-1: 3
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 3
","
","wn30:synset-publisher-noun-1: 3
wn30:synset-angstrom-noun-1: 3
wn30:synset-proceeding-noun-1: 3
","inferred_conference-222
inferred_conference-223
inferred_conference-224
","has an ISBN a publisher Publisher Conference proceedings
Publisher issues Conference proceedings
has a degree Review preference volume Conference proceedings"
69,69,synset-slot-noun-1,"Slot date
Conference Program Slot forms
Conference Program Slot consists Of",3,1,"frame:Project: 2
frame:Purpose: 2
frame:Discussion: 2
","wn30:synset-slot-noun-1: 3
wn30:synset-conference-noun-1: 2
wn30:synset-plan-noun-1: 2
","wn30:synset-plan-noun-1 - frame:Purpose: 2
wn30:synset-plan-noun-1 - frame:Project: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
","
","wn30:synset-slot-noun-1: 3
","inferred_MyReview-213
inferred_MyReview-212
inferred_MyReview-211
","Slot date
Conference Program Slot forms
Conference Program Slot consists Of"
70,70,Membership,"is part of conference volumes has parts Conference volume
is a date of acceptance announcement has important dates belong to conference volume Conference full paper submission Important
Activity organizes Conference Organizing Committee is Part Of
abstract has article part of
volume Contains Paper paper In Volume references technically Organised By part Of has Part referenced
Conference Session part Of Event",6,4,"frame:Membership: 7
frame:Discussion: 6
frame:Statement: 3
frame:Importance: 2
","wn30:synset-part-noun-1: 7
wn30:synset-conference-noun-1: 6
wn30:synset-volume-noun-1: 5
wn30:synset-paper-noun-1: 3
wn30:synset-date-noun-1: 2
wn30:synset-important-adjective-1: 2
wn30:synset-mention-noun-1: 2
","wn30:synset-part-noun-1 - frame:Membership - frame:Being_included: 7
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 6
wn30:synset-mention-noun-1 - frame:Statement: 2
wn30:synset-important-adjective-1 - frame:Importance: 2
","wn30:synset-in-adverb-1: 1
wn30:synset-technically-adverb-2: 1
wn30:synset-by-adverb-1: 1
wn30:synset-abstract-adjective-1: 1
","wn30:synset-volume-noun-1: 5
wn30:synset-paper-noun-1: 3
","inferred_conference-228
inferred_conference-227
inferred_MICRO1
inferred_crs_dr2
inferred_ekaw1
inferred_ekaw17
","is part of conference volumes has parts Conference volume
is a date of acceptance announcement has important dates belong to conference volume Conference full paper submission Important
Activity organizes Conference Organizing Committee is Part Of
abstract has article part of
volume Contains Paper paper In Volume references technically Organised By part Of has Part referenced
Conference Session part Of Event"
71,71,Discussion - Time_period_of_action,"Program Comitee Chair switches Phase Of Conference Preparation
conference phase of is in",2,2,"frame:Discussion: 2
frame:Time_period_of_action: 2
","wn30:synset-conference-noun-1: 2
wn30:synset-phase-noun-1: 2
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-phase-noun-1 - frame:Time_period_of_action - frame:Timespan: 2
","wn30:synset-in-adverb-1: 1
","wn30:synset-chair-noun-1: 1
wn30:synset-switch_over-verb-1: 1
wn30:synset-preparation-noun-1: 1
","inferred_paperdyne13
inferred_confious-225
","Program Comitee Chair switches Phase Of Conference Preparation
conference phase of is in"
