,cluster,label,docs,# communities,# onto,frequent frames,frequent synsets,frequent framesynset triplets,frequent adj/adv w/o frame,frequent noun/verb w/o frame,communities,docss
50,50,synset-date-noun-1,"is a date of acceptance announcement has important dates belong to conference volume Conference full paper submission Important
Conference document has authors a date of issue contributes Person
Conference date
Date Conference
end Date Conference registration Due On manuscript
Slot date
is dated on Activity",7,6,"frame:Discussion: 6
frame:Importance: 2
","wn30:synset-date-noun-1: 8
wn30:synset-conference-noun-1: 6
wn30:synset-important-adjective-1: 2
wn30:synset-along-adverb-1: 2
wn30:synset-angstrom-noun-1: 2
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 6
wn30:synset-important-adjective-1 - frame:Importance: 2
","wn30:synset-along-adverb-1: 2
","wn30:synset-date-noun-1: 8
wn30:synset-angstrom-noun-1: 2
","inferred_conference-227
inferred_conference-220
inferred_cmt-223
inferred_PCS14
inferred_edas4
inferred_MyReview-213
inferred_iasted20
","is a date of acceptance announcement has important dates belong to conference volume Conference full paper submission Important
Conference document has authors a date of issue contributes Person
Conference date
Date Conference
end Date Conference registration Due On manuscript
Slot date
is dated on Activity"
51,51,Giving,"Conference contribution is submitted at volume
has contributions Conference contribution volume
reviewes Member PC Topic Contribution expert On
remark has Title abstract contact Email Contribution Keyword",4,2,"frame:Giving: 5
frame:Discussion: 2
","wn30:synset-contribution-noun-2: 5
wn30:synset-volume-noun-1: 2
wn30:synset-conference-noun-1: 2
","wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario: 5
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
","wn30:synset-along-adverb-1: 1
wn30:synset-abstract-adjective-1: 1
","wn30:synset-volume-noun-1: 2
","inferred_conference-22
inferred_conference-21
inferred_confOf10
inferred_confOf8
","Conference contribution is submitted at volume
has contributions Conference contribution volume
reviewes Member PC Topic Contribution expert On
remark has Title abstract contact Email Contribution Keyword"
52,52,Political_locales,"Surname Country E-mail Name People Organisation
Nation E-mail Person Name
Country Person has
has Country Conference",4,4,"frame:Political_locales: 4
frame:People: 3
frame:Being_named: 3
","wn30:synset-state-noun-4: 4
wn30:synset-person-noun-1: 2
wn30:synset-electronic_mail-noun-1: 2
wn30:synset-name-noun-1: 2
","wn30:synset-state-noun-4 - frame:Political_locales - frame:Locale: 4
wn30:synset-person-noun-1 - frame:People - frame:Entity: 2
wn30:synset-name-noun-1 - frame:Being_named: 2
wn30:synset-name-noun-1 - frame:Referring_by_name: 2
","
","wn30:synset-electronic_mail-noun-1: 2
","inferred_OpenConf12
inferred_sigkdd3
inferred_confOf14
inferred_edas5
","Surname Country E-mail Name People Organisation
Nation E-mail Person Name
Country Person has
has Country Conference"
53,53,Hostile_encounter,"assigned By views covered coauthors With covers has Conflict Type judges contains assigns proposes member Of speaks Members manages organised submitted relates is In submits spoken organises conflict Viewed block Assigning To Reviewer visible created cooperates creates managed proposed
Author Paper Proposed Conflict block Assigning To Reviewer visible By conflict
proposes views Main Author Proposed Conflict proposed By
proposed By Hidden Conflict Program Comitee Chair
Self Conflict Paper block Assigning To Reviewer
refused By confirmes refuses Paper confirmed visible Reviewer block Assigning To Pending Proposed Conflict
Paper Confirmed Conflict Reviewer block Assigning To visible By relates
Document Person has Conflict Of Interest
has Conflicted Paper asks For Preference Chair paper Is Assigned To Reviewer Preferred",9,3,"frame:Hostile_encounter: 11
frame:Statement: 10
frame:Appointing: 8
frame:Obviousness: 4
frame:Range: 3
","wn30:synset-conflict-noun-1: 11
wn30:synset-propose-verb-1: 8
wn30:synset-delegate-verb-2: 8
wn30:synset-by-adverb-1: 6
wn30:synset-reviewer-noun-1: 6
wn30:synset-paper-noun-1: 6
wn30:synset-block-noun-1: 5
wn30:synset-visible-adjective-1: 4
wn30:synset-position-noun-3: 3
","wn30:synset-conflict-noun-1 - frame:Hostile_encounter - frame:Event: 11
wn30:synset-propose-verb-1 - frame:Statement: 8
wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event: 8
wn30:synset-visible-adjective-1 - frame:Obviousness - frame:Attributes: 4
wn30:synset-position-noun-3 - frame:Range: 3
","wn30:synset-by-adverb-1: 6
","wn30:synset-reviewer-noun-1: 6
wn30:synset-paper-noun-1: 6
wn30:synset-block-noun-1: 5
","inferred_paperdyne8
inferred_paperdyne14
inferred_paperdyne15
inferred_paperdyne12
inferred_paperdyne7
inferred_paperdyne5
inferred_paperdyne1
inferred_cmt-219
inferred_MyReview-21
","assigned By views covered coauthors With covers has Conflict Type judges contains assigns proposes member Of speaks Members manages organised submitted relates is In submits spoken organises conflict Viewed block Assigning To Reviewer visible created cooperates creates managed proposed
Author Paper Proposed Conflict block Assigning To Reviewer visible By conflict
proposes views Main Author Proposed Conflict proposed By
proposed By Hidden Conflict Program Comitee Chair
Self Conflict Paper block Assigning To Reviewer
refused By confirmes refuses Paper confirmed visible Reviewer block Assigning To Pending Proposed Conflict
Paper Confirmed Conflict Reviewer block Assigning To visible By relates
Document Person has Conflict Of Interest
has Conflicted Paper asks For Preference Chair paper Is Assigned To Reviewer Preferred"
54,54,synset-paper-noun-1,"will advocate to by Advocated Paper Advocate
Paper Id Submitted
Students Paper
Paper paper ID
Paper has Decision
has Title Author Paper ID",6,3,"frame:Attempt_suasion: 2
","wn30:synset-paper-noun-1: 7
wn30:synset-Idaho-noun-1: 3
wn30:synset-recommend-verb-1: 2
","wn30:synset-recommend-verb-1 - frame:Attempt_suasion - frame:Event: 2
","wn30:synset-by-adverb-1: 1
","wn30:synset-paper-noun-1: 7
wn30:synset-Idaho-noun-1: 3
","inferred_OpenConf18
inferred_OpenConf11
inferred_OpenConf16
inferred_cmt-212
inferred_cmt-29
inferred_MyReview-24
","will advocate to by Advocated Paper Advocate
Paper Id Submitted
Students Paper
Paper paper ID
Paper has Decision
has Title Author Paper ID"
55,55,Inclusion - Containing,"contains Evaluation is Contained In Review
volume Contains Paper Proceedings",2,2,"frame:Inclusion: 3
frame:Containing: 3
","wn30:synset-incorporate-verb-2: 3
","wn30:synset-incorporate-verb-2 - frame:Containing - frame:Stateframe:Relation: 3
wn30:synset-incorporate-verb-2 - frame:Inclusion: 3
","wn30:synset-in-adverb-1: 1
","wn30:synset-volume-noun-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-review-verb-1: 1
wn30:synset-evaluation-noun-1: 1
wn30:synset-proceeding-noun-1: 1
","inferred_MyReview-221
inferred_ekaw4
","contains Evaluation is Contained In Review
volume Contains Paper Proceedings"
56,56,Event,"Event Tracks conists of
Event Approval Email confirmed by confirm
Event define defined by Setup
concerned Event URL
Administrative event has Event parallel with Working follows
has Programme belongs To Event Conference
Meal Menu Event has is Of
for Event has Call Academic
Paper Presentation Accepted related To Event
has enddate event startdate
has Event Individual Presentation Session
inverse of part Of 7 Event has",12,5,"frame:Event: 13
frame:Verification: 2
frame:Evidence: 2
","wn30:synset-event-noun-1: 13
wn30:synset-confirm-verb-1: 2
wn30:synset-presentation-noun-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-specify-verb-3: 2
","wn30:synset-event-noun-1 - frame:Event - frame:State: 13
wn30:synset-confirm-verb-1 - frame:Verification - frame:Scrutiny: 2
wn30:synset-confirm-verb-1 - frame:Evidence: 2
","wn30:synset-by-adverb-1: 2
","wn30:synset-presentation-noun-1: 2
wn30:synset-specify-verb-3: 2
","inferred_Cocus-211
inferred_Cocus-29
inferred_Cocus-210
inferred_Cocus-212
inferred_confOf5
inferred_edas9
inferred_edas17
inferred_edas13
inferred_edas18
inferred_crs_dr8
inferred_ekaw18
inferred_ekaw14
","Event Tracks conists of
Event Approval Email confirmed by confirm
Event define defined by Setup
concerned Event URL
Administrative event has Event parallel with Working follows
has Programme belongs To Event Conference
Meal Menu Event has is Of
for Event has Call Academic
Paper Presentation Accepted related To Event
has enddate event startdate
has Event Individual Presentation Session
inverse of part Of 7 Event has"
57,57,synset-electronic_mail-noun-1,"Person modified by Detail
Person recieved by Email
Person email
Summary PERSON E-mail Email Title Paper Subject of email",4,3,"frame:People: 4
","wn30:synset-electronic_mail-noun-1: 5
wn30:synset-person-noun-1: 4
wn30:synset-by-adverb-1: 2
","wn30:synset-person-noun-1 - frame:People - frame:Entity: 4
","wn30:synset-by-adverb-1: 2
","wn30:synset-electronic_mail-noun-1: 5
","inferred_Cocus-24
inferred_Cocus-25
inferred_cmt-220
inferred_PCS4
","Person modified by Detail
Person recieved by Email
Person email
Summary PERSON E-mail Email Title Paper Subject of email"
58,58,Intentionally_act,"is supervised by monitored supervises followed human performed performs activity
University Scholar study At
is Conducted By conducts Activity Author",3,3,"frame:Intentionally_act: 4
frame:Scrutiny: 2
","wn30:synset-conduct-verb-1: 2
wn30:synset-oversee-verb-1: 2
wn30:synset-perform-verb-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-activity-noun-1: 2
","wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event: 2
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event: 2
","wn30:synset-by-adverb-1: 2
","wn30:synset-oversee-verb-1: 2
wn30:synset-conduct-verb-1: 2
","inferred_confious-231
inferred_confOf12
inferred_MICRO5
","is supervised by monitored supervises followed human performed performs activity
University Scholar study At
is Conducted By conducts Activity Author"
59,59,Cause_to_be_included - Commutative_process - Cause_change_of_position_on_a_scale,"added by add Person
add remove Author
Administrator added By set Max Papers Program Committee Member add",3,2,"frame:Cause_to_be_included: 5
frame:Commutative_process: 5
frame:Cause_change_of_position_on_a_scale: 5
","wn30:synset-add-verb-1: 5
wn30:synset-by-adverb-1: 2
","wn30:synset-add-verb-1 - frame:Commutative_process: 5
wn30:synset-add-verb-1 - frame:Cause_change_of_position_on_a_scale - frame:Event: 5
wn30:synset-add-verb-1 - frame:Cause_to_be_included - frame:Event: 5
","wn30:synset-by-adverb-1: 2
","wn30:synset-soap-noun-3: 1
wn30:synset-writer-noun-1: 1
wn30:synset-administrator-noun-1: 1
","inferred_Cocus-23
inferred_Cocus-220
inferred_cmt-23
","added by add Person
add remove Author
Administrator added By set Max Papers Program Committee Member add"
60,60,State_continue - Measure_volume - People - Containers - Existence,"can stay in Place Person
can stay in Hotel Person",2,1,"frame:State_continue: 2
frame:Measure_volume: 2
frame:People: 2
frame:Containers: 2
frame:Existence: 2
","wn30:synset-person-noun-1: 2
wn30:synset-can-noun-1: 2
wn30:synset-in-adverb-1: 2
wn30:synset-stay-verb-1: 2
","wn30:synset-stay-verb-1 - frame:Existence - frame:State: 2
wn30:synset-person-noun-1 - frame:People - frame:Entity: 2
wn30:synset-can-noun-1 - frame:Measure_volume - frame:Measures: 2
wn30:synset-can-noun-1 - frame:Containers: 2
wn30:synset-stay-verb-1 - frame:State_continue: 2
","wn30:synset-in-adverb-1: 2
","
","inferred_sigkdd4
inferred_sigkdd5
","can stay in Place Person
can stay in Hotel Person"
61,61,Institutions - Businesses,scientifically Organises Academic Institution Organised By,1,1,"frame:Institutions: 1
frame:Businesses: 1
","wn30:synset-scientifically-adverb-1: 1
wn30:synset-by-adverb-1: 1
wn30:synset-organized-adjectivesatellite-3: 1
wn30:synset-academic-adjective-1: 1
wn30:synset-institution-noun-1: 1
","wn30:synset-institution-noun-1 - frame:Institutions - frame:Aggregate: 1
wn30:synset-institution-noun-1 - frame:Businesses: 1
","wn30:synset-scientifically-adverb-1: 1
wn30:synset-academic-adjective-1: 1
wn30:synset-by-adverb-1: 1
wn30:synset-organized-adjectivesatellite-3: 1
","
","inferred_ekaw2
",scientifically Organises Academic Institution Organised By
62,62,Successful_action - Operating_a_system - Success_or_failure,"Program Comitee Chair Conflict Of Interest views managed By Rules manages visible
abstract of paper is concerned
managing of conference process setup paper is concerned confernce
managing of conference process is performed by performs activity Program Committee Chair",4,2,"frame:Successful_action: 4
frame:Operating_a_system: 4
frame:Success_or_failure: 4
frame:Emotion_directed: 3
frame:Intentionally_act: 3
","wn30:synset-pull_off-verb-3: 4
wn30:synset-perform-verb-1: 2
wn30:synset-concerned-adjective-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-procedure-noun-1: 2
wn30:synset-paper-noun-1: 2
wn30:synset-plan-noun-1: 2
wn30:synset-chair-noun-1: 2
wn30:synset-conference-noun-1: 2
","wn30:synset-pull_off-verb-3 - frame:Successful_action: 4
wn30:synset-pull_off-verb-3 - frame:Operating_a_system - frame:Event: 4
wn30:synset-pull_off-verb-3 - frame:Success_or_failure: 4
wn30:synset-procedure-noun-1 - frame:Means: 2
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event: 2
wn30:synset-plan-noun-1 - frame:Purpose: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-plan-noun-1 - frame:Project: 2
wn30:synset-concerned-adjective-1 - frame:Emotion_directed: 2
","wn30:synset-by-adverb-1: 2
","wn30:synset-chair-noun-1: 2
wn30:synset-paper-noun-1: 2
","inferred_paperdyne20
inferred_confious-247
inferred_confious-224
inferred_confious-227
","Program Comitee Chair Conflict Of Interest views managed By Rules manages visible
abstract of paper is concerned
managing of conference process setup paper is concerned confernce
managing of conference process is performed by performs activity Program Committee Chair"
63,63,Businesses - Being_employed - People - Speak_on_topic - Contacting,has Acronym works For Company Person Mail Lecture,1,1,"frame:Businesses: 1
frame:Being_employed: 1
frame:People: 1
frame:Speak_on_topic: 1
frame:Contacting: 1
","wn30:synset-work-noun-1: 1
wn30:synset-lecture-noun-1: 1
wn30:synset-company-noun-1: 1
wn30:synset-person-noun-1: 1
wn30:synset-mail-verb-1: 1
wn30:synset-acronym-noun-1: 1
","wn30:synset-work-noun-1 - frame:Being_employed: 1
wn30:synset-person-noun-1 - frame:People - frame:Entity: 1
wn30:synset-mail-verb-1 - frame:Contacting - frame:Event: 1
wn30:synset-company-noun-1 - frame:Businesses: 1
wn30:synset-lecture-noun-1 - frame:Speak_on_topic: 1
","
","wn30:synset-acronym-noun-1: 1
","inferred_MICRO12
",has Acronym works For Company Person Mail Lecture
64,64,Supply - Assistance - Organization,is Provider Of provided By Sponsorship Organization,1,1,"frame:Supply: 1
frame:Assistance: 1
frame:Organization: 1
","wn30:synset-by-adverb-1: 1
wn30:synset-organization-noun-1: 1
wn30:synset-provide-verb-2: 1
wn30:synset-sponsorship-noun-1: 1
wn30:synset-supplier-noun-1: 1
","wn30:synset-supplier-noun-1 - frame:Supply - frame:Event: 1
wn30:synset-provide-verb-2 - frame:Assistance - frame:Event: 1
wn30:synset-organization-noun-1 - frame:Organization - frame:Aggregate: 1
","wn30:synset-by-adverb-1: 1
","wn30:synset-sponsorship-noun-1: 1
","inferred_edas10
",is Provider Of provided By Sponsorship Organization
65,65,Statement - Chatting - Talking_into,"Invited speaker talk contributes
Contributed Talk Camera Ready Paper presentation Of",2,2,"frame:Statement: 2
frame:Chatting: 2
frame:Talking_into: 2
","wn30:synset-lend-verb-1: 2
wn30:synset-talk-verb-1: 2
","wn30:synset-talk-verb-1 - frame:Chatting - frame:Reciprocality: 2
wn30:synset-talk-verb-1 - frame:Talking_into - frame:Event: 2
wn30:synset-talk-verb-1 - frame:Statement: 2
","
","wn30:synset-lend-verb-1: 2
","inferred_conference-232
inferred_ekaw13
","Invited speaker talk contributes
Contributed Talk Camera Ready Paper presentation Of"
66,66,Needing - Have_as_requirement - Required_event,Viza is needed for Delegate need,1,1,"frame:Needing: 2
frame:Have_as_requirement: 2
frame:Required_event: 2
","wn30:synset-necessitate-verb-1: 2
","wn30:synset-necessitate-verb-1 - frame:Needing: 2
wn30:synset-necessitate-verb-1 - frame:Required_event: 2
wn30:synset-necessitate-verb-1 - frame:Have_as_requirement - frame:Contingency: 2
","
","wn30:synset-delegate-verb-1: 1
","inferred_iasted3
",Viza is needed for Delegate need
67,67,Type - Submitting_documents,"is Type Format Paper File
has Content Type
Content Submission has",3,2,"frame:Type: 2
frame:Submitting_documents: 2
","wn30:synset-type-noun-1: 2
wn30:synset-content-noun-1: 2
","wn30:synset-type-noun-1 - frame:Type: 2
","
","wn30:synset-content-noun-1: 2
","inferred_OpenConf10
inferred_linklings13
inferred_linklings14
","is Type Format Paper File
has Content Type
Content Submission has"
68,68,Expensiveness,"Sponsorship has Cost Currency
Sponsorship has Cost Amount",2,1,"frame:Expensiveness: 2
","wn30:synset-sponsorship-noun-1: 2
wn30:synset-cost-noun-1: 2
","wn30:synset-cost-noun-1 - frame:Expensiveness: 2
","
","wn30:synset-sponsorship-noun-1: 2
","inferred_edas11
inferred_edas12
","Sponsorship has Cost Currency
Sponsorship has Cost Amount"
69,69,Membership,"is part of conference volumes has parts Conference volume
Activity organizes Conference Organizing Committee is Part Of
abstract has article part of
volume Contains Paper paper In Volume references technically Organised By part Of has Part referenced
Conference Session part Of Event",5,4,"frame:Membership: 7
frame:Discussion: 4
frame:Statement: 2
","wn30:synset-part-noun-1: 7
wn30:synset-volume-noun-1: 4
wn30:synset-conference-noun-1: 4
wn30:synset-mention-noun-1: 2
wn30:synset-paper-noun-1: 2
","wn30:synset-part-noun-1 - frame:Membership - frame:Being_included: 7
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 4
wn30:synset-mention-noun-1 - frame:Statement: 2
","wn30:synset-in-adverb-1: 1
wn30:synset-technically-adverb-2: 1
wn30:synset-abstract-adjective-1: 1
wn30:synset-by-adverb-1: 1
","wn30:synset-volume-noun-1: 4
wn30:synset-paper-noun-1: 2
","inferred_conference-228
inferred_MICRO1
inferred_crs_dr2
inferred_ekaw1
inferred_ekaw17
","is part of conference volumes has parts Conference volume
Activity organizes Conference Organizing Committee is Part Of
abstract has article part of
volume Contains Paper paper In Volume references technically Organised By part Of has Part referenced
Conference Session part Of Event"
70,70,Coming_up_with,"ACM SIGKDD designed by Deadline design
Participant early Registration
Delegate is designed for Mailing list
is designed for Delegate Coctail reception
Registration is designed for Delegate
Delegate Deadline is designed for done till
Social program is designed for Delegate
is designed for Delegate Coffee break
Departure is designed for tax
Invitation letter obtain Delegate is designed for",10,3,"frame:Coming_up_with: 10
frame:Text: 2
","wn30:synset-plan-verb-3: 10
wn30:synset-delegate-verb-1: 7
wn30:synset-registration-noun-1: 2
wn30:synset-deadline-noun-1: 2
","wn30:synset-plan-verb-3 - frame:Coming_up_with: 10
","wn30:synset-by-adverb-1: 1
","wn30:synset-delegate-verb-1: 7
wn30:synset-deadline-noun-1: 2
wn30:synset-registration-noun-1: 2
","inferred_sigkdd6
inferred_confOf13
inferred_iasted14
inferred_iasted11
inferred_iasted15
inferred_iasted73
inferred_iasted16
inferred_iasted12
inferred_iasted80
inferred_iasted1
","ACM SIGKDD designed by Deadline design
Participant early Registration
Delegate is designed for Mailing list
is designed for Delegate Coctail reception
Registration is designed for Delegate
Delegate Deadline is designed for done till
Social program is designed for Delegate
is designed for Delegate Coffee break
Departure is designed for tax
Invitation letter obtain Delegate is designed for"
71,71,synset-busy-verb-1,"Presenter state is occupied by Delegate occupy
is occupied by Delegate situated in occupy Presenter city house
Presenter state is occupied by situated in Delegate occupy house",3,1,"frame:Giving: 3
frame:Political_locales: 3
","wn30:synset-busy-verb-1: 6
wn30:synset-by-adverb-1: 3
wn30:synset-delegate-verb-1: 3
wn30:synset-donor-noun-1: 3
","wn30:synset-donor-noun-1 - frame:Giving - frame:Lose_possession_scenario: 3
wn30:synset-state-noun-1 - frame:Political_locales - frame:Locale: 2
wn30:synset-house-noun-1 - frame:Buildings - frame:Entity: 2
","wn30:synset-by-adverb-1: 3
","wn30:synset-busy-verb-1: 6
","inferred_iasted7
inferred_iasted4
inferred_iasted5
","Presenter state is occupied by Delegate occupy
is occupied by Delegate situated in occupy Presenter city house
Presenter state is occupied by situated in Delegate occupy house"
72,72,Respond_to_proposal - Trust,"is concerned paper Accepted Paper acceptance notification email
Deadline for notification of acceptance is sent after Author information form",2,2,"frame:Respond_to_proposal: 2
frame:Trust: 2
","wn30:synset-credence-noun-1: 2
wn30:synset-paper-noun-1: 2
wn30:synset-presentment-noun-1: 2
","wn30:synset-credence-noun-1 - frame:Respond_to_proposal: 2
wn30:synset-credence-noun-1 - frame:Trust - frame:Attributes: 2
","wn30:synset-accepted-adjectivesatellite-1: 1
","wn30:synset-paper-noun-1: 2
wn30:synset-presentment-noun-1: 2
","inferred_confious-252
inferred_iasted81
","is concerned paper Accepted Paper acceptance notification email
Deadline for notification of acceptance is sent after Author information form"
73,73,Statement - Text_creation - Communication_manner,"Speaker spoken By Paper speaks
Plenary lecture speaker speak in Conference hall
speak in Tutorial speaker Conference hall",3,2,"frame:Statement: 4
frame:Text_creation: 4
frame:Communication_manner: 4
","wn30:synset-talk-verb-2: 4
wn30:synset-speaker-noun-1: 3
wn30:synset-hallway-noun-1: 2
wn30:synset-in-adverb-1: 2
wn30:synset-conference-noun-1: 2
","wn30:synset-talk-verb-2 - frame:Communication_manner - frame:Event: 4
wn30:synset-talk-verb-2 - frame:Text_creation - frame:Event: 4
wn30:synset-talk-verb-2 - frame:Statement: 4
","wn30:synset-in-adverb-1: 2
","wn30:synset-speaker-noun-1: 3
","inferred_paperdyne6
inferred_iasted50
inferred_iasted54
","Speaker spoken By Paper speaks
Plenary lecture speaker speak in Conference hall
speak in Tutorial speaker Conference hall"
74,74,synset-review-verb-1,"sets member RPC conference setup is author of performed by Regular Program Committee lower tier reviewing process review
is supervised by conference setup sets member SPC Senior Program Committee supervises activity lower tier reviewing process",2,1,"frame:Causation: 2
frame:Gizmo: 2
frame:Intentionally_act: 2
frame:Placing: 2
frame:Project: 2
frame:Means: 2
frame:Membership: 2
frame:Organization: 2
frame:Discussion: 2
frame:Purpose: 2
","wn30:synset-review-verb-1: 3
wn30:synset-oversee-verb-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-grade-noun-2: 2
wn30:synset-lower-verb-1: 2
wn30:synset-procedure-noun-1: 2
wn30:synset-apparatus-noun-1: 2
wn30:synset-member-noun-1: 2
wn30:synset-put-verb-1: 2
wn30:synset-plan-noun-1: 2
wn30:synset-conference-noun-1: 2
wn30:synset-committee-noun-1: 2
","wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate: 2
wn30:synset-put-verb-1 - frame:Placing - frame:Event: 2
wn30:synset-procedure-noun-1 - frame:Means: 2
wn30:synset-apparatus-noun-1 - frame:Gizmo: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-plan-noun-1 - frame:Purpose: 2
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included: 2
wn30:synset-plan-noun-1 - frame:Project: 2
wn30:synset-put-verb-1 - frame:Causation - frame:Event: 2
","wn30:synset-by-adverb-1: 2
","wn30:synset-review-verb-1: 3
wn30:synset-oversee-verb-1: 2
wn30:synset-grade-noun-2: 2
wn30:synset-lower-verb-1: 2
","inferred_confious-219
inferred_confious-240
","sets member RPC conference setup is author of performed by Regular Program Committee lower tier reviewing process review
is supervised by conference setup sets member SPC Senior Program Committee supervises activity lower tier reviewing process"
75,75,Speak_on_topic,"applies To Lecture Paper
applies To Double Blind Review Lecture
Plenary lecture speaker is given by give Tutorial
give Listener Speaker is designed for Lecture
Plenary lecture speaker is given by give Tutorial",5,2,"frame:Speak_on_topic: 5
","wn30:synset-lecture-noun-1: 5
wn30:synset-yield-verb-1: 5
wn30:synset-speaker-noun-1: 3
","wn30:synset-lecture-noun-1 - frame:Speak_on_topic: 5
","wn30:synset-by-adverb-1: 2
","wn30:synset-yield-verb-1: 5
wn30:synset-speaker-noun-1: 3
wn30:synset-tutorial-noun-1: 2
","inferred_MICRO8
inferred_MICRO7
inferred_iasted52
inferred_iasted30
inferred_iasted53
","applies To Lecture Paper
applies To Double Blind Review Lecture
Plenary lecture speaker is given by give Tutorial
give Listener Speaker is designed for Lecture
Plenary lecture speaker is given by give Tutorial"
76,76,Text,"Co-author co-write Paper has
Book proceeding is paid for Author attendee book registration fee
Book proceeding Author book proceedings included obtain",3,2,"frame:Text: 5
frame:Part_ordered_segments: 4
","wn30:synset-book-noun-1: 4
wn30:synset-writer-noun-1: 2
wn30:synset-proceeding-noun-1: 2
","wn30:synset-book-noun-1 - frame:Text - frame:Entity: 4
wn30:synset-book-noun-1 - frame:Part_ordered_segments - frame:Being_included: 4
","
","wn30:synset-writer-noun-1: 2
wn30:synset-proceeding-noun-1: 2
","inferred_cmt-28
inferred_iasted70
inferred_iasted71
","Co-author co-write Paper has
Book proceeding is paid for Author attendee book registration fee
Book proceeding Author book proceedings included obtain"
77,77,Categorization,"Paper Review has Categorization
review gives classification article",2,2,"frame:Categorization: 2
","wn30:synset-review-verb-1: 2
wn30:synset-categorization-noun-3: 2
","wn30:synset-categorization-noun-3 - frame:Categorization: 2
","
","wn30:synset-review-verb-1: 2
","inferred_OpenConf5
inferred_confious-216
","Paper Review has Categorization
review gives classification article"
78,78,Permitting - Grant_permission,approved by Administrator approve Event,1,1,"frame:Permitting: 2
frame:Grant_permission: 2
","wn30:synset-approve-verb-1: 2
","wn30:synset-approve-verb-1 - frame:Permitting: 2
wn30:synset-approve-verb-1 - frame:Grant_permission: 2
","wn30:synset-by-adverb-1: 1
","wn30:synset-administrator-noun-1: 1
","inferred_Cocus-217
",approved by Administrator approve Event
79,79,Topic,"has Subject Area Paper
Topic of conference Conference
has Topic deals With Contribution Working event
has Topic Conference",4,4,"frame:Topic: 5
frame:Discussion: 3
","wn30:synset-subject-noun-1: 4
wn30:synset-conference-noun-1: 3
","wn30:synset-subject-noun-1 - frame:Topic: 4
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 3
","
","wn30:synset-paper-noun-1: 1
","inferred_cmt-211
inferred_PCS13
inferred_confOf11
inferred_edas6
","has Subject Area Paper
Topic of conference Conference
has Topic deals With Contribution Working event
has Topic Conference"
80,80,Dimension,Criterion has Weight,1,1,"frame:Dimension: 1
","wn30:synset-standard-noun-1: 1
wn30:synset-weight-noun-1: 1
","wn30:synset-weight-noun-1 - frame:Dimension: 1
","
","wn30:synset-standard-noun-1: 1
","inferred_MyReview-230
",Criterion has Weight
81,81,Vehicle - Attaching,Car is connected with Renting,1,1,"frame:Vehicle: 1
frame:Attaching: 1
","wn30:synset-connect-verb-1: 1
wn30:synset-car-noun-1: 1
wn30:synset-rental-noun-2: 1
","wn30:synset-connect-verb-1 - frame:Attaching - frame:Event: 1
wn30:synset-car-noun-1 - frame:Vehicle - frame:Being_included: 1
","
","wn30:synset-rental-noun-2: 1
","inferred_iasted82
",Car is connected with Renting
82,82,Discussion,"has Phone Conference Attendant Adress
Conference Attendant paid
must Pay Conference Attendant Fee
Tip Conference restaurant is paid in",4,2,"frame:Discussion: 4
frame:Commerce_pay: 3
","wn30:synset-conference-noun-1: 4
wn30:synset-attendant-noun-1: 3
wn30:synset-pay-verb-1: 3
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 4
wn30:synset-pay-verb-1 - frame:Commerce_pay - frame:Event: 3
","wn30:synset-in-adverb-1: 1
","wn30:synset-attendant-noun-1: 3
","inferred_MyReview-26
inferred_MyReview-27
inferred_MyReview-28
inferred_iasted24
","has Phone Conference Attendant Adress
Conference Attendant paid
must Pay Conference Attendant Fee
Tip Conference restaurant is paid in"
